"uri","name","author_name","author_movement","genre"
"http://dbpedia.org/resource/The_Caryatids","The Caryatids","Bruce Sterling","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/Crystal_Express","Crystal Express","Bruce Sterling","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/The_Nitrogen_Fix","The Nitrogen Fix","Hal Clement","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Close_to_Critical","Close to Critical","Hal Clement","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Small_Changes","Small Changes","Hal Clement","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Star_Light","Star Light","Hal Clement","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Collected_Stories_of_Frank_Herbert","The Collected Stories of Frank Herbert","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Eye_(short_story_collection)","Eye (short story collection)","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Book_of_Frank_Herbert","The Book of Frank Herbert","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_White_Plague","The White Plague","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/God_Emperor_of_Dune","God Emperor of Dune","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Again,_Dangerous_Visions","Again, Dangerous Visions","Harlan Ellison","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Priests_of_Psi","The Priests of Psi","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Best_of_Frank_Herbert","The Best of Frank Herbert","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Worlds_of_Frank_Herbert","The Worlds of Frank Herbert","Frank Herbert","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Ellison_Wonderland","Ellison Wonderland","Harlan Ellison","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Child_Garden","The Child Garden","Geoff Ryman","Mundane science fiction","Science fiction",""
"http://dbpedia.org/resource/Monsters_(collection)","Monsters (collection)","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_World_of_Null-A","The World of Null-A","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/M33_in_Andromeda","M33 in Andromeda","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Masters_of_Time","Masters of Time","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Weapon_Shops_of_Isher","The Weapon Shops of Isher","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Pawns_of_Null-A","The Pawns of Null-A","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Universe_Maker","The Universe Maker","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Destination:_Universe!","Destination: Universe!","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Quest_for_the_Future","Quest for the Future","A. E. van Vogt","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Heavy_Weather_(Sterling_novel)","Heavy Weather (Sterling novel)","Bruce Sterling","Cyberpunk derivatives","Science fiction",""
"http://dbpedia.org/resource/Islands_in_the_Net","Islands in the Net","Bruce Sterling","Cyberpunk derivatives","Science fiction",""
"http://dbpedia.org/resource/The_Caryatids","The Caryatids","Bruce Sterling","Cyberpunk derivatives","Science fiction",""
"http://dbpedia.org/resource/Crystal_Express","Crystal Express","Bruce Sterling","Cyberpunk derivatives","Science fiction",""
"http://dbpedia.org/resource/Strange_Ports_of_Call","Strange Ports of Call","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Thing_on_the_Doorstep_and_Other_Weird_Stories","The Thing on the Doorstep and Other Weird Stories","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Outsider_and_Others","The Outsider and Others","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Beyond_Time_and_Space","Beyond Time and Space","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Dreams_in_the_Witch_House_and_Other_Weird_Stories","The Dreams in the Witch House and Other Weird Stories","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Beachheads_in_Space","Beachheads in Space","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Outer_Reaches","The Outer Reaches","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Time_to_Come","Time to Come","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Worlds_of_Tomorrow","Worlds of Tomorrow","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Cthulhu_Mythos_anthology","Cthulhu Mythos anthology","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/A_Praed_Street_Dossier","A Praed Street Dossier","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Portals_of_Tomorrow","Portals of Tomorrow","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Something_About_Cats_and_Other_Pieces","Something About Cats and Other Pieces","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Three_Tales_of_Horror","Three Tales of Horror","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/From_Other_Worlds","From Other Worlds","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Horror_in_the_Museum_and_Other_Revisions","The Horror in the Museum and Other Revisions","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Other_Side_of_the_Moon_(anthology)","The Other Side of the Moon (anthology)","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Dagon_and_Other_Macabre_Tales","Dagon and Other Macabre Tales","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Time_of_Infinity","The Time of Infinity","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Call_of_Cthulhu_and_Other_Weird_Stories","The Call of Cthulhu and Other Weird Stories","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Marginalia_(collection)","Marginalia (collection)","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Shadow_Out_of_Time","The Shadow Out of Time","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Final_Adventures_of_Solar_Pons","The Final Adventures of Solar Pons","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/At_the_Mountains_of_Madness_and_Other_Novels","At the Mountains of Madness and Other Novels","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Dunwich_Horror_and_Others","The Dunwich Horror and Others","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/New_Worlds_for_Old_(Derleth)","New Worlds for Old (Derleth)","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Dreams_and_Fancies","Dreams and Fancies","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Watchers_Out_of_Time_and_Others","The Watchers Out of Time and Others","August Derleth","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/The_Watchers_Out_of_Time_and_Others","The Watchers Out of Time and Others","H. P. Lovecraft","Cosmicism","Science fiction",""
"http://dbpedia.org/resource/Slippage_(book)","Slippage (book)","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Paingod_and_Other_Delusions","Paingod and Other Delusions","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Angry_Candy","Angry Candy","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Strange_Wine","Strange Wine","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Mind_Fields","Mind Fields","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Love_Ain't_Nothing_But_Sex_Misspelled","Love Ain't Nothing But Sex Misspelled","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Gentleman_Junkie_and_Other_Stories_of_the_Hung-Up_Generation","Gentleman Junkie and Other Stories of the Hung-Up Generation","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Approaching_Oblivion","Approaching Oblivion","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Shatterday_(book)","Shatterday (book)","Harlan Ellison","New Wave science fiction","Short story",""
"http://dbpedia.org/resource/Poirot_Investigates","Poirot Investigates","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/Three_Blind_Mice_and_Other_Stories","Three Blind Mice and Other Stories","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/The_Hound_of_Death","The Hound of Death","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/The_Witness_for_the_Prosecution_and_Other_Stories","The Witness for the Prosecution and Other Stories","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/Double_Sin_and_Other_Stories","Double Sin and Other Stories","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/The_Golden_Ball_and_Other_Stories","The Golden Ball and Other Stories","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/The_Thirteen_Problems","The Thirteen Problems","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/The_Under_Dog_and_Other_Stories","The Under Dog and Other Stories","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/The_Harlequin_Tea_Set","The Harlequin Tea Set","Agatha Christie","Golden Age of Detective Fiction","Short story",""
"http://dbpedia.org/resource/Snowbound:_The_Record_of_a_Theatrical_Touring_Party","Snowbound: The Record of a Theatrical Touring Party","Bram Stoker","Victorian literature","Short story",""
"http://dbpedia.org/resource/Under_the_Sunset","Under the Sunset","Bram Stoker","Victorian literature","Short story",""
"http://dbpedia.org/resource/The_Dark_Brotherhood_and_Other_Pieces","The Dark Brotherhood and Other Pieces","H. P. Lovecraft","Cosmicism","Short story",""
"http://dbpedia.org/resource/The_Difference_Engine","The Difference Engine","Bruce Sterling","Cyberpunk","Steampunk",""
"http://dbpedia.org/resource/The_Difference_Engine","The Difference Engine","Bruce Sterling","Cyberpunk derivatives","Steampunk",""
"http://dbpedia.org/resource/Dune_(novel)","Dune (novel)","Frank Herbert","New Wave science fiction","Soft science fiction",""
"http://dbpedia.org/resource/Mefisto_in_Onyx","Mefisto in Onyx","Harlan Ellison","New Wave science fiction","Fiction",""
"http://dbpedia.org/resource/Notes_from_Underground","Notes from Underground","Fyodor Dostoyevsky","Literary realism","Philosophy",""
"http://dbpedia.org/resource/Typee","Typee","Herman Melville","Romanticism","Travel literature",""
"http://dbpedia.org/resource/Redburn","Redburn","Herman Melville","Romanticism","Travel literature",""
"http://dbpedia.org/resource/Omoo","Omoo","Herman Melville","Romanticism","Travel literature",""
"http://dbpedia.org/resource/Come,_Tell_Me_How_You_Live","Come, Tell Me How You Live","Agatha Christie","Golden Age of Detective Fiction","Travel literature",""
"http://dbpedia.org/resource/The_Tenant_of_Wildfell_Hall","The Tenant of Wildfell Hall","Anne Brontë","Realism (arts)","Social criticism",""
"http://dbpedia.org/resource/God_Emperor_of_Dune","God Emperor of Dune","Frank Herbert","New Wave science fiction","Psychological thriller",""
"http://dbpedia.org/resource/The_Third_Mind","The Third Mind","Brion Gysin","Postmodernism","Beat Generation",""
"http://dbpedia.org/resource/The_Third_Mind","The Third Mind","Brion Gysin","Beat Generation","Beat Generation",""
"http://dbpedia.org/resource/Les_Fleurs_du_mal","Les Fleurs du mal","Charles Baudelaire","Modernism","Lyric poetry",""
"http://dbpedia.org/resource/Les_Fleurs_du_mal","Les Fleurs du mal","Charles Baudelaire","Symbolism (arts)","Lyric poetry",""
"http://dbpedia.org/resource/The_Best_Mysteries_of_Isaac_Asimov","The Best Mysteries of Isaac Asimov","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Floating_Admiral","The Floating Admiral","Agatha Christie","Golden Age of Detective Fiction","Mystery fiction",""
"http://dbpedia.org/resource/Strange_Wine","Strange Wine","Harlan Ellison","New Wave science fiction","Speculative fiction",""
"http://dbpedia.org/resource/The_Rose_and_the_Yew_Tree","The Rose and the Yew Tree","Agatha Christie","Golden Age of Detective Fiction","Tragedy",""
"http://dbpedia.org/resource/A_Daughter's_a_Daughter","A Daughter's a Daughter","Agatha Christie","Golden Age of Detective Fiction","Tragedy",""
"http://dbpedia.org/resource/Giant's_Bread","Giant's Bread","Agatha Christie","Golden Age of Detective Fiction","Tragedy",""
"http://dbpedia.org/resource/An_Apology_for_the_Life_of_Mrs._Shamela_Andrews","An Apology for the Life of Mrs. Shamela Andrews","Henry Fielding","Age of Enlightenment","Parody",""
"http://dbpedia.org/resource/An_Apology_for_the_Life_of_Mrs._Shamela_Andrews","An Apology for the Life of Mrs. Shamela Andrews","Henry Fielding","Augustan literature","Parody",""
"http://dbpedia.org/resource/Crime_and_Punishment","Crime and Punishment","Fyodor Dostoyevsky","Literary realism","Philosophical fiction",""
"http://dbpedia.org/resource/Demons_(Dostoyevsky_novel)","Demons (Dostoyevsky novel)","Fyodor Dostoyevsky","Literary realism","Philosophical fiction",""
"http://dbpedia.org/resource/The_Idiot","The Idiot","Fyodor Dostoyevsky","Literary realism","Philosophical fiction",""
"http://dbpedia.org/resource/The_Brothers_Karamazov","The Brothers Karamazov","Fyodor Dostoyevsky","Literary realism","Philosophical fiction",""
"http://dbpedia.org/resource/God_Emperor_of_Dune","God Emperor of Dune","Frank Herbert","New Wave science fiction","Political thriller",""
"http://dbpedia.org/resource/They_Came_to_Baghdad","They Came to Baghdad","Agatha Christie","Golden Age of Detective Fiction","Political thriller",""
"http://dbpedia.org/resource/The_Process_(novel)","The Process (novel)","Brion Gysin","Postmodernism","Novel",""
"http://dbpedia.org/resource/253_(novel)","253 (novel)","Geoff Ryman","Mundane science fiction","Novel",""
"http://dbpedia.org/resource/Canne_al_vento","Canne al vento","Grazia Deledda","Decadent movement","Novel",""
"http://dbpedia.org/resource/The_Process_(novel)","The Process (novel)","Brion Gysin","Beat Generation","Novel",""
"http://dbpedia.org/resource/Netochka_Nezvanova_(novel)","Netochka Nezvanova (novel)","Fyodor Dostoyevsky","Literary realism","Novel",""
"http://dbpedia.org/resource/Canne_al_vento","Canne al vento","Grazia Deledda","Literary realism","Novel",""
"http://dbpedia.org/resource/The_Gambler_(novel)","The Gambler (novel)","Fyodor Dostoyevsky","Literary realism","Novel",""
